smiles_solvent,smiles_solute,inchi_solvent,inchi_solute,dGsolv_avg,dGsolv_std [kcal/mol],dGsolv_all [kcal/mol],Source_all,mw_solvent,mw_solute,heavy_atoms_solvent,heavy_atoms_solute
CCC(=O)C,CCCCCCCC,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3","InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-4.690666667,0.023854955,"[-4.71, -4.71, -4.6986, -4.7025, -4.6809, -4.642]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=20251)'"", "" 'CompSol Binary (entry number=20252)'"", "" 'CompSol Binary (entry number=20253)'"", "" 'CompSol Binary (entry number=20254)'""]",72.107,114.232,5,8
CCC(=O)C,Cc1ccccc1,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3","InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.07385,0.03408674,"[-5.1, -5.1, -5.0846, -5.0953, -5.0046, -5.0586]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=20194)'"", "" 'CompSol Binary (entry number=20220)'"", "" 'CompSol Binary (entry number=20221)'"", "" 'CompSol Binary (entry number=20224)'""]",72.107,92.141,5,7
CCC(=O)C,CCO,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-4.35625,0.062325817,"[-4.32, -4.32, -4.3208, -4.4642]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=20108)'"", "" 'CompSol Binary (entry number=20111)'""]",72.107,46.069,5,3
CCC(=O)C,C1COCCO1,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-5.015,0.009666695,"[-5.02, -5.02, -4.9983, -5.0217]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=19769)'"", "" 'CompSol Binary (entry number=19770)'""]",72.107,88.106,5,6
CCC(=O)C,C[N+]([O-])=O,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",InChI=1/CH3NO2/c1-2(3)4/h1H3,-5.1133,0.133321679,"[-4.98, -4.98, -5.25, -5.2432]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A4)'"", "" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=20248)'""]",72.107,61.04,5,4
CCCCOC(=O)C,CCCO,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",-4.65,0,"[-4.65, -4.65]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A3)'""]",116.16,60.096,8,4
CCCCOC(=O)C,CCCCCCO,"InChI=1/C6H12O2/c1-3-4-5-8-6(2)7/h3-5H2,1-2H3","InChI=1/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",-6.83,0,"[-6.83, -6.83]","["" 'Abraham Paper (A12)'"", "" 'Abraham Paper (A3)'""]",116.16,102.177,8,7
C(=S)=S,CCCCCCCC,InChI=1/CS2/c2-1-3,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.526775,0.08270119,"[-5.462, -5.4959, -5.4807, -5.6685]","["" 'CompSol Binary (entry number=34581)'"", "" 'CompSol Binary (entry number=34582)'"", "" 'CompSol Binary (entry number=34583)'"", "" 'CompSol Binary (entry number=34584)'""]",76.145,114.232,3,8
C(=S)=S,Cc1ccccc1,InChI=1/CS2/c2-1-3,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.32895,0.05865,"[-5.2703, -5.3876]","["" 'CompSol Binary (entry number=34569)'"", "" 'CompSol Binary (entry number=34573)'""]",76.145,92.141,3,7
C(=S)=S,CCO,InChI=1/CS2/c2-1-3,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-2.709,0.231,"[-2.478, -2.94]","["" 'CompSol Binary (entry number=34559)'"", "" 'CompSol Binary (entry number=34560)'""]",76.145,46.069,3,3
C(=S)=S,C1COCCO1,InChI=1/CS2/c2-1-3,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-4.6155,0.0552,"[-4.6707, -4.5603]","["" 'CompSol Binary (entry number=34515)'"", "" 'CompSol Binary (entry number=34519)'""]",76.145,88.106,3,6
C(=S)=S,CC(C)=O,InChI=1/CS2/c2-1-3,InChI=1/C3H6O/c1-3(2)4/h1-2H3,-3.3949,0,[-3.3949],"["" 'CompSol Binary (entry number=34534)'""]",76.145,58.08,3,4
C(=S)=S,CCC(C)=O,InChI=1/CS2/c2-1-3,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-3.84005,0.00705,"[-3.833, -3.8471]","["" 'CompSol Binary (entry number=34530)'"", "" 'CompSol Binary (entry number=34531)'""]",76.145,72.107,3,5
C(=S)=S,C[N+]([O-])=O,InChI=1/CS2/c2-1-3,InChI=1/CH3NO2/c1-2(3)4/h1H3,-3.25355,0.04975,"[-3.3033, -3.2038]","["" 'CompSol Binary (entry number=34574)'"", "" 'CompSol Binary (entry number=34578)'""]",76.145,61.04,3,4
ClC(Cl)(Cl)Cl,CCCCCCCC,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.45364,0.105026484,"[-5.52, -5.2466, -5.5125, -5.5177, -5.4714]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=58164)'"", "" 'CompSol Binary (entry number=58170)'"", "" 'CompSol Binary (entry number=58171)'"", "" 'CompSol Binary (entry number=58172)'""]",153.823,114.232,5,8
ClC(Cl)(Cl)Cl,CC(C)=C,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C4H8/c1-4(2)3/h1H2,2-3H3",-2.44105,0.00105,"[-2.44, -2.4421]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=57594)'""]",153.823,56.108,5,4
ClC(Cl)(Cl)Cl,CCC=C,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C4H8/c1-3-4-2/h3H,1,4H2,2H3",-2.4976,0.0024,"[-2.5, -2.4952]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=57491)'""]",153.823,56.108,5,4
ClC(Cl)(Cl)Cl,c1ccccc1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.42,0,[-4.42],"["" 'Abraham Paper (A7)'""]",153.823,78.114,5,6
ClC(Cl)(Cl)Cl,Cc1ccccc1,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.177533333,0.04485832,"[-5.21, -5.1141, -5.2085]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=58051)'"", "" 'CompSol Binary (entry number=58109)'""]",153.823,92.141,5,7
ClC(Cl)(Cl)Cl,c1ccc2ccccc2c1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,-7.63,0,[-7.63],"["" 'Abraham Paper (A7)'""]",153.823,128.174,5,10
ClC(Cl)(Cl)Cl,CO,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/CH4O/c1-2/h2H,1H3",-2.05,0,[-2.05],"["" 'Abraham Paper (A7)'""]",153.823,32.042,5,2
ClC(Cl)(Cl)Cl,CCO,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-2.967775,0.192207432,"[-2.81, -3.2831, -2.8147, -2.9633]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=57913)'"", "" 'CompSol Binary (entry number=57919)'"", "" 'CompSol Binary (entry number=57920)'""]",153.823,46.069,5,3
ClC(Cl)(Cl)Cl,CCCO,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",-3.53,0,[-3.53],"["" 'Abraham Paper (A7)'""]",153.823,60.096,5,4
ClC(Cl)(Cl)Cl,CCCCO,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",-4.45,0,[-4.45],"["" 'Abraham Paper (A7)'""]",153.823,74.123,5,5
ClC(Cl)(Cl)Cl,CC(C)(C)O,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C4H10O/c1-4(2,3)5/h5H,1-3H3",-3.52,0,[-3.52],"["" 'Abraham Paper (A7)'""]",153.823,74.123,5,5
ClC(Cl)(Cl)Cl,C1COCCO1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-4.948733333,0.024122097,"[-4.97, -4.915, -4.9612]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=57482)'"", "" 'CompSol Binary (entry number=57483)'""]",153.823,88.106,5,6
ClC(Cl)(Cl)Cl,CC(C)=O,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C3H6O/c1-3(2)4/h1-2H3,-3.25,0,[-3.25],"["" 'Abraham Paper (A7)'""]",153.823,58.08,5,4
ClC(Cl)(Cl)Cl,CCC(C)=O,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-4.08475,0.00475,"[-4.08, -4.0895]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=57576)'""]",153.823,72.107,5,5
ClC(Cl)(Cl)Cl,O=C1CCCC1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C5H8O/c6-5-3-1-2-4-5/h1-4H2,-5.54,0,[-5.54],"["" 'Abraham Paper (A7)'""]",153.823,84.118,5,6
ClC(Cl)(Cl)Cl,CCCCC(C)=O,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3",-5.36,0,[-5.36],"["" 'Abraham Paper (A7)'""]",153.823,100.161,5,7
ClC(Cl)(Cl)Cl,CNC,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/C2H7N/c1-3-2/h3H,1-2H3",-2.88,0,[-2.88],"["" 'Abraham Paper (A7)'""]",153.823,45.085,5,3
ClC(Cl)(Cl)Cl,CN(C)C,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C3H9N/c1-4(2)3/h1-3H3,-2.89,0,[-2.89],"["" 'Abraham Paper (A7)'""]",153.823,59.112,5,4
ClC(Cl)(Cl)Cl,Brc1ccccc1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C6H5Br/c7-6-4-2-1-3-5-6/h1-5H,-6.23,0,[-6.23],"["" 'Abraham Paper (A7)'""]",153.823,157.01,5,7
ClC(Cl)(Cl)Cl,O,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/H2O/h1H2,-1.15434,0.039726218,"[-1.2294, -1.1315, -1.1246, -1.1252, -1.1415, -1.1414, -1.1393, -1.1285, -1.1464, -1.2356]","["" 'CompSol Binary (entry number=58257)'"", "" 'CompSol Binary (entry number=58258)'"", "" 'CompSol Binary (entry number=58260)'"", "" 'CompSol Binary (entry number=58262)'"", "" 'CompSol Binary (entry number=58266)'"", "" 'CompSol Binary (entry number=58267)'"", "" 'CompSol Binary (entry number=58268)'"", "" 'CompSol Binary (entry number=58269)'"", "" 'CompSol Binary (entry number=58273)'"", "" 'CompSol Binary (entry number=58275)'""]",153.823,18.015,5,1
ClC(Cl)(Cl)Cl,CN,"InChI=1/CCl4/c2-1(3,4)5","InChI=1/CH5N/c1-2/h2H2,1H3",-2.33,0,[-2.33],"["" 'Abraham Paper (A7)'""]",153.823,31.058,5,2
ClC(Cl)(Cl)Cl,C[N+]([O-])=O,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/CH3NO2/c1-2(3)4/h1H3,-3.486466667,0.027393592,"[-3.46, -3.4752, -3.5242]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=58155)'"", "" 'CompSol Binary (entry number=58161)'""]",153.823,61.04,5,4
ClC(Cl)(Cl)Cl,Ic1ccccc1,"InChI=1/CCl4/c2-1(3,4)5",InChI=1/C6H5I/c7-6-4-2-1-3-5-6/h1-5H,-6.81,0,[-6.81],"["" 'Abraham Paper (A7)'""]",153.823,204.01,5,7
C1=CC=C(C=C1)Cl,CCCCCCCC,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.21298,0.116900666,"[-5.44, -5.1459, -5.122, -5.2071, -5.1499]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=35046)'"", "" 'CompSol Binary (entry number=35047)'"", "" 'CompSol Binary (entry number=35048)'"", "" 'CompSol Binary (entry number=35049)'""]",112.559,114.232,7,8
C1=CC=C(C=C1)Cl,Cc1ccccc1,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.200666667,0.016185247,"[-5.21, -5.2141, -5.1779]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=35034)'"", "" 'CompSol Binary (entry number=35035)'""]",112.559,92.141,7,7
C1=CC=C(C=C1)Cl,CO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/CH4O/c1-2/h2H,1H3",-2.28,0,[-2.28],"["" 'Abraham Paper (A6)'""]",112.559,32.042,7,2
C1=CC=C(C=C1)Cl,CCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-3.184,0.085053865,"[-3.12, -3.1278, -3.3042]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=34974)'"", "" 'CompSol Binary (entry number=34975)'""]",112.559,46.069,7,3
C1=CC=C(C=C1)Cl,CCCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",-3.83,0,[-3.83],"["" 'Abraham Paper (A6)'""]",112.559,60.096,7,4
C1=CC=C(C=C1)Cl,CCCCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",-4.62,0,[-4.62],"["" 'Abraham Paper (A6)'""]",112.559,74.123,7,5
C1=CC=C(C=C1)Cl,CCCCCO,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3",-5.48,0,[-5.48],"["" 'Abraham Paper (A6)'""]",112.559,88.15,7,6
C1=CC=C(C=C1)Cl,C1COCCO1,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-5.065233333,0.008270564,"[-5.07, -5.0536, -5.0721]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=34826)'"", "" 'CompSol Binary (entry number=34827)'""]",112.559,88.106,7,6
C1=CC=C(C=C1)Cl,CC(C)=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/C3H6O/c1-3(2)4/h1-2H3,-3.63,0,[-3.63],"["" 'Abraham Paper (A6)'""]",112.559,58.08,7,4
C1=CC=C(C=C1)Cl,CCC(C)=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-4.479433333,0.007734914,"[-4.49, -4.4766, -4.4717]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=34881)'"", "" 'CompSol Binary (entry number=34882)'""]",112.559,72.107,7,5
C1=CC=C(C=C1)Cl,CCOC(C)=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,"InChI=1/C4H8O2/c1-3-6-4(2)5/h3H2,1-2H3",-4.43,0,[-4.43],"["" 'Abraham Paper (A6)'""]",112.559,88.106,7,6
C1=CC=C(C=C1)Cl,N,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/H3N/h1H3,-1.36,0,[-1.36],"["" 'Abraham Paper (A6)'""]",112.559,17.031,7,1
C1=CC=C(C=C1)Cl,C[N+]([O-])=O,InChI=1/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H,InChI=1/CH3NO2/c1-2(3)4/h1H3,-4.240933333,0.060806049,"[-4.17, -4.2343, -4.3185]","["" 'Abraham Paper (A6)'"", "" 'CompSol Binary (entry number=35042)'"", "" 'CompSol Binary (entry number=35043)'""]",112.559,61.04,7,4
C(Cl)(Cl)Cl,CCCCCCCC,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.32094,0.039986728,"[-5.32, -5.3202, -5.3231, -5.3839, -5.2575]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61556)'"", "" 'CompSol Binary (entry number=61557)'"", "" 'CompSol Binary (entry number=61558)'"", "" 'CompSol Binary (entry number=61559)'""]",119.378,114.232,4,8
C(Cl)(Cl)Cl,C1CCCCC1,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,-4.3267,0.0257,"[-4.301, -4.3524]","["" 'CompSol Binary (entry number=61453)'"", "" 'CompSol Binary (entry number=61454)'""]",119.378,84.162,4,6
C(Cl)(Cl)Cl,c1ccccc1,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.79,0,[-4.79],"["" 'Abraham Paper (A7)'""]",119.378,78.114,4,6
C(Cl)(Cl)Cl,Cc1ccccc1,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.528266667,0.031565206,"[-5.54, -5.5597, -5.4851]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61537)'"", "" 'CompSol Binary (entry number=61538)'""]",119.378,92.141,4,7
C(Cl)(Cl)Cl,CO,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/CH4O/c1-2/h2H,1H3",-3.2669,0.1531,"[-3.42, -3.1138]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61530)'""]",119.378,32.042,4,2
C(Cl)(Cl)Cl,CCO,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-3.956466667,0.039613578,"[-4.01, -3.9154, -3.944]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61488)'"", "" 'CompSol Binary (entry number=61490)'""]",119.378,46.069,4,3
C(Cl)(Cl)Cl,C1COCCO1,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-6.108233333,0.071489595,"[-6.06, -6.0554, -6.2093]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61349)'"", "" 'CompSol Binary (entry number=61350)'""]",119.378,88.106,4,6
C(Cl)(Cl)Cl,CC(C)=O,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C3H6O/c1-3(2)4/h1-2H3,-4.666566667,0.008483841,"[-4.678, -4.664, -4.6577]","["" 'CompSol Binary (entry number=61395)'"", "" 'CompSol Binary (entry number=61396)'"", "" 'CompSol Binary (entry number=61397)'""]",119.378,58.08,4,4
C(Cl)(Cl)Cl,CCC(C)=O,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-5.434,0,[-5.434],"["" 'CompSol Binary (entry number=61382)'""]",119.378,72.107,4,5
C(Cl)(Cl)Cl,CN(C)C,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C3H9N/c1-4(2)3/h1-3H3,-3.9,0,[-3.9],"["" 'Abraham Paper (A7)'""]",119.378,59.112,4,4
C(Cl)(Cl)Cl,CC#N,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/C2H3N/c1-2-3/h1H3,-4.43,0,[-4.43],"["" 'Abraham Paper (A7)'""]",119.378,41.053,4,3
C(Cl)(Cl)Cl,N,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/H3N/h1H3,-2.41,0,[-2.41],"["" 'Abraham Paper (A7)'""]",119.378,17.031,4,1
C(Cl)(Cl)Cl,CN,InChI=1/CHCl3/c2-1(3)4/h1H,"InChI=1/CH5N/c1-2/h2H2,1H3",-3.16,0,[-3.16],"["" 'Abraham Paper (A7)'""]",119.378,31.058,4,2
C(Cl)(Cl)Cl,C[N+]([O-])=O,InChI=1/CHCl3/c2-1(3)4/h1H,InChI=1/CH3NO2/c1-2(3)4/h1H3,-4.642833333,0.024796819,"[-4.62, -4.6312, -4.6773]","["" 'Abraham Paper (A7)'"", "" 'CompSol Binary (entry number=61550)'"", "" 'CompSol Binary (entry number=61553)'""]",119.378,61.04,4,4
C1CCCCC1,CCCCC,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",-3.3362,0.0114,"[-3.3476, -3.3248]","["" 'CompSol Binary (entry number=36214)'"", "" 'CompSol Binary (entry number=36215)'""]",84.162,72.151,6,5
C1CCCCC1,CCCCCCCC,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-5.540425,0.053605381,"[-5.6323, -5.5219, -5.5006, -5.5069]","["" 'CompSol Binary (entry number=36188)'"", "" 'CompSol Binary (entry number=36194)'"", "" 'CompSol Binary (entry number=36195)'"", "" 'CompSol Binary (entry number=36196)'""]",84.162,114.232,6,8
C1CCCCC1,c1ccccc1,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,InChI=1/C6H6/c1-2-4-6-5-3-1/h1-6H,-4.20565,0.02395,"[-4.2296, -4.1817]","["" 'CompSol Binary (entry number=35776)'"", "" 'CompSol Binary (entry number=35789)'""]",84.162,78.114,6,6
C1CCCCC1,Cc1ccccc1,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-4.8943,0.011798941,"[-4.9126, -4.8825, -4.8855, -4.8966]","["" 'CompSol Binary (entry number=36077)'"", "" 'CompSol Binary (entry number=36078)'"", "" 'CompSol Binary (entry number=36115)'"", "" 'CompSol Binary (entry number=36116)'""]",84.162,92.141,6,7
C1CCCCC1,CCO,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-2.322433333,0.200228042,"[-2.1167, -2.2568, -2.5938]","["" 'CompSol Binary (entry number=35909)'"", "" 'CompSol Binary (entry number=35924)'"", "" 'CompSol Binary (entry number=35925)'""]",84.162,46.069,6,3
C1CCCCC1,C1COCCO1,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-4.15005,0.01625,"[-4.1338, -4.1663]","["" 'CompSol Binary (entry number=35526)'"", "" 'CompSol Binary (entry number=35527)'""]",84.162,88.106,6,6
C1CCCCC1,CCC(C)=O,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-3.4745,0.0022,"[-3.4723, -3.4767]","["" 'CompSol Binary (entry number=35641)'"", "" 'CompSol Binary (entry number=35643)'""]",84.162,72.107,6,5
C1CCCCC1,O,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,InChI=1/H2O/h1H2,-0.539328571,0.127847529,"[-0.5835, -0.8139, -0.3687, -0.4931, -0.4703, -0.5068, -0.539]","["" 'CompSol Binary (entry number=36277)'"", "" 'CompSol Binary (entry number=36283)'"", "" 'CompSol Binary (entry number=36284)'"", "" 'CompSol Binary (entry number=36286)'"", "" 'CompSol Binary (entry number=36288)'"", "" 'CompSol Binary (entry number=36292)'"", "" 'CompSol Binary (entry number=36301)'""]",84.162,18.015,6,1
C1CCCCC1,C[N+]([O-])=O,InChI=1/C6H12/c1-2-4-6-5-3-1/h1-6H2,InChI=1/CH3NO2/c1-2(3)4/h1H3,-2.81155,0.05145,"[-2.7601, -2.863]","["" 'CompSol Binary (entry number=36174)'"", "" 'CompSol Binary (entry number=36175)'""]",84.162,61.04,6,4
C1CCC(=O)CC1,CCCCCCCC,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3",-4.62632,0.036519113,"[-4.66, -4.6631, -4.6352, -4.6085, -4.5648]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36552)'"", "" 'CompSol Binary (entry number=36553)'"", "" 'CompSol Binary (entry number=36554)'"", "" 'CompSol Binary (entry number=36555)'""]",98.145,114.232,7,8
C1CCC(=O)CC1,Cc1ccccc1,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",-5.1335,0.061291163,"[-5.18, -5.1736, -5.0469]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36543)'"", "" 'CompSol Binary (entry number=36544)'""]",98.145,92.141,7,7
C1CCC(=O)CC1,CCO,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C2H6O/c1-2-3/h3H,2H2,1H3",-4.3428,0.041874177,"[-4.31, -4.3165, -4.4019]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36518)'"", "" 'CompSol Binary (entry number=36519)'""]",98.145,46.069,7,3
C1CCC(=O)CC1,C1COCCO1,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,InChI=1/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,-4.976666667,0.02225943,"[-5.0, -4.9833, -4.9467]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36408)'"", "" 'CompSol Binary (entry number=36409)'""]",98.145,88.106,7,6
C1CCC(=O)CC1,CCC(C)=O,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,"InChI=1/C4H8O/c1-3-4(2)5/h3H2,1-2H3",-4.465066667,0.030913463,"[-4.49, -4.4837, -4.4215]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36432)'"", "" 'CompSol Binary (entry number=36433)'""]",98.145,72.107,7,5
C1CCC(=O)CC1,C[N+]([O-])=O,InChI=1/C6H10O/c7-6-4-2-1-3-5-6/h1-5H2,InChI=1/CH3NO2/c1-2(3)4/h1H3,-5.072966667,0.011425799,"[-5.06, -5.0711, -5.0878]","["" 'Abraham Paper (A4)'"", "" 'CompSol Binary (entry number=36548)'"", "" 'CompSol Binary (entry number=36549)'""]",98.145,61.04,7,4
